AccessToElectricity,CrudeBirthRate,FemalePopulationRatio,LifeExpectancy,DeathRate,CO2perCapita,InfantMortalityRate,Food
100.0,8.841787266,53.772488,72.15462956,15.51200251,4.517840347658656,8.07164561,117.85596164364486
100.0,8.718948962,53.75974467,72.2152388,15.61200609,4.408329513427885,7.962205657999999,119.10371255070103
100.0,8.596110657,53.74700135,72.27584805,15.71265439,4.239440500899037,7.854249555,120.35146345701874
100.0,8.473272352999999,53.73425803,72.33645729,15.81395155,3.9889237980625007,7.747757182999999,121.59921435967289
100.0,8.350434049,53.72151471,72.39706654,15.91590176,3.6291752024567305,7.6427086939999995,122.8469652630374
100.0,8.227595745,53.70877139,72.45767578,16.01850922,3.1264585522932697,7.539084513,124.09471616785049
100.0,8.10475744,53.69602807,72.51828502,16.12177818,2.4400654422355776,7.436865326,125.34246707420564
100.0,7.981919136,53.68328474,72.57889427,16.2257129,1.521409712360576,7.336032086,126.5902179819159
100.0,7.859080832,53.67054142,72.63950351,16.33031768,0.3130544866682691,7.236566000000001,127.8379688843925
100.0,7.736242527999999,53.6577981,72.70011276,16.43559682,-1.252330453538461,7.138448532000001,129.0857197892056
100.0,7.613404223,53.64505478,72.760722,16.54155468,-3.253083178192306,7.041661395,130.3334706946262
100.0,7.490565919,53.63231146,72.82133125,16.64819564,-5.779738225879798,6.946186554,131.58122159771034
100.0,7.367727615,53.61956813,72.88194049,16.755524100000002,-8.936291525466343,6.852006215,132.82897250328028
